County code,Tract,State code,Place code,State abbreviation,County name,Place name,Total housing units (2010),tract to placefp allocation factor
6013,3480,6,99999,CA,Contra Costa CA, ,0,0
6013,3511.01,6,99999,CA,Contra Costa CA, ,0,0
6013,3512,6,99999,CA,Contra Costa CA, ,0,0
6013,3521.01,6,99999,CA,Contra Costa CA, ,32,0.038
6013,3521.02,6,99999,CA,Contra Costa CA, ,43,0.023
6013,3522.02,6,99999,CA,Contra Costa CA, ,100,0.094
6013,3530.01,6,99999,CA,Contra Costa CA, ,22,0.016
6013,3540.01,6,99999,CA,Contra Costa CA, ,4,0.005
6013,3540.02,6,99999,CA,Contra Costa CA, ,0,0
6013,3551.07,6,99999,CA,Contra Costa CA, ,213,0.129
6013,3551.08,6,99999,CA,Contra Costa CA, ,3,0.001
6013,3551.12,6,99999,CA,Contra Costa CA, ,475,0.224
6013,3551.15,6,99999,CA,Contra Costa CA, ,8,0.004
6013,3551.16,6,99999,CA,Contra Costa CA, ,15,0.009
6013,3551.17,6,99999,CA,Contra Costa CA, ,2,0.001
6013,3552,6,99999,CA,Contra Costa CA, ,0,0
6013,3553.01,6,99999,CA,Contra Costa CA, ,1,0
6013,3553.02,6,99999,CA,Contra Costa CA, ,1,0.001
6013,3553.04,6,99999,CA,Contra Costa CA, ,8,0.003
6013,3553.06,6,99999,CA,Contra Costa CA, ,169,0.093
6013,3560.01,6,99999,CA,Contra Costa CA, ,0,0
6013,3560.02,6,99999,CA,Contra Costa CA, ,359,0.173
6013,3570,6,99999,CA,Contra Costa CA, ,6,0.004
6013,3580,6,99999,CA,Contra Costa CA, ,0,0
6013,3592.02,6,99999,CA,Contra Costa CA, ,1,0
6013,3601.02,6,99999,CA,Contra Costa CA, ,0,0
6013,3610,6,99999,CA,Contra Costa CA, ,33,0.018
6013,3630,6,99999,CA,Contra Costa CA, ,0,0
6013,3690.02,6,99999,CA,Contra Costa CA, ,424,0.393
6013,9900,6,99999,CA,Contra Costa CA, ,0, 
6041,1011,6,99999,CA,Marin CA, ,94,0.085
6041,1012,6,99999,CA,Marin CA, ,151,0.142
6041,1021,6,99999,CA,Marin CA, ,0,0
6041,1031,6,99999,CA,Marin CA, ,691,0.246
6041,1032,6,99999,CA,Marin CA, ,164,0.061
6041,1041.01,6,99999,CA,Marin CA, ,5,0.002
6041,1042,6,99999,CA,Marin CA, ,484,0.196
6041,1043,6,99999,CA,Marin CA, ,707,1
6041,1050,6,99999,CA,Marin CA, ,0,0
6041,1060.01,6,99999,CA,Marin CA, ,8,0.004
6041,1060.02,6,99999,CA,Marin CA, ,0,0
6041,1070,6,99999,CA,Marin CA, ,15,0.006
6041,1081,6,99999,CA,Marin CA, ,0,0
6041,1082,6,99999,CA,Marin CA, ,164,0.052
6041,1090.02,6,99999,CA,Marin CA, ,52,0.027
6041,1101,6,99999,CA,Marin CA, ,291,0.117
6041,1102,6,99999,CA,Marin CA, ,180,0.079
6041,1121,6,99999,CA,Marin CA, ,193,0.099
6041,1122.02,6,99999,CA,Marin CA, ,0,0
6041,1130,6,99999,CA,Marin CA, ,18,0.01
6041,1141,6,99999,CA,Marin CA, ,15,0.006
6041,1142,6,99999,CA,Marin CA, ,296,0.205
6041,1150,6,99999,CA,Marin CA, ,45,0.016
6041,1181,6,99999,CA,Marin CA, ,0,0
6041,1200,6,99999,CA,Marin CA, ,26,0.009
6041,1212,6,99999,CA,Marin CA, ,180,0.067
6041,1220,6,99999,CA,Marin CA, ,0, 
6041,1241,6,99999,CA,Marin CA, ,283,0.119
6041,1242,6,99999,CA,Marin CA, ,156,0.057
6041,1250,6,99999,CA,Marin CA, ,0,0
6041,1261,6,99999,CA,Marin CA, ,0,0
6041,1262,6,99999,CA,Marin CA, ,0,0
6041,1281,6,99999,CA,Marin CA, ,103,0.036
6041,1282,6,99999,CA,Marin CA, ,0,0
6041,1290,6,99999,CA,Marin CA, ,0,0
6041,1302.01,6,99999,CA,Marin CA, ,0,0
6041,1302.02,6,99999,CA,Marin CA, ,383,0.135
6041,1311,6,99999,CA,Marin CA, ,271,0.573
6041,1321,6,99999,CA,Marin CA, ,48,0.027
6041,1322,6,99999,CA,Marin CA, ,242,0.174
6041,1330,6,99999,CA,Marin CA, ,937,0.465
6041,9901,6,99999,CA,Marin CA, ,0, 
6055,2003.01,6,99999,CA,Napa CA, ,248,0.137
6055,2003.02,6,99999,CA,Napa CA, ,72,0.081
6055,2004,6,99999,CA,Napa CA, ,142,0.085
6055,2006.02,6,99999,CA,Napa CA, ,97,0.05
6055,2007.03,6,99999,CA,Napa CA, ,42,0.035
6055,2007.04,6,99999,CA,Napa CA, ,595,0.349
6055,2007.05,6,99999,CA,Napa CA, ,17,0.016
6055,2007.06,6,99999,CA,Napa CA, ,16,0.014
6055,2008.02,6,99999,CA,Napa CA, ,55,0.023
6055,2008.03,6,99999,CA,Napa CA, ,66,0.075
6055,2009,6,99999,CA,Napa CA, ,28,0.966
6055,2010.03,6,99999,CA,Napa CA, ,313,0.223
6055,2010.04,6,99999,CA,Napa CA, ,0,0
6055,2010.05,6,99999,CA,Napa CA, ,19,0.027
6055,2011.01,6,99999,CA,Napa CA, ,13,0.016
6055,2011.02,6,99999,CA,Napa CA, ,1006,0.978
6055,2012,6,99999,CA,Napa CA, ,527,0.242
6055,2014.01,6,99999,CA,Napa CA, ,983,0.436
6055,2014.02,6,99999,CA,Napa CA, ,1273,1
6055,2014.03,6,99999,CA,Napa CA, ,358,0.945
6055,2015,6,99999,CA,Napa CA, ,998,0.888
6055,2016.02,6,99999,CA,Napa CA, ,0,0
6055,2017,6,99999,CA,Napa CA, ,585,0.268
6055,2018,6,99999,CA,Napa CA, ,940,0.926
6055,2019,6,99999,CA,Napa CA, ,785,1
6081,6001,6,99999,CA,San Mateo CA, ,0,0
6081,6003,6,99999,CA,San Mateo CA, ,5,0.004
6081,6005,6,99999,CA,San Mateo CA, ,0,0
6081,6009,6,99999,CA,San Mateo CA, ,2,0.001
6081,6010,6,99999,CA,San Mateo CA, ,0,0
6081,6012,6,99999,CA,San Mateo CA, ,89,0.043
6081,6013,6,99999,CA,San Mateo CA, ,380,0.152
6081,6016.01,6,99999,CA,San Mateo CA, ,2,0.002
6081,6018,6,99999,CA,San Mateo CA, ,0,0
6081,6020,6,99999,CA,San Mateo CA, ,0,0
6081,6024,6,99999,CA,San Mateo CA, ,50,0.018
6081,6029,6,99999,CA,San Mateo CA, ,0,0
6081,6030,6,99999,CA,San Mateo CA, ,0,0
6081,6031,6,99999,CA,San Mateo CA, ,0,0
6081,6032,6,99999,CA,San Mateo CA, ,27,0.018
6081,6033,6,99999,CA,San Mateo CA, ,0,0
6081,6034,6,99999,CA,San Mateo CA, ,0,0
6081,6038.02,6,99999,CA,San Mateo CA, ,0,0
6081,6041.01,6,99999,CA,San Mateo CA, ,0,0
6081,6042,6,99999,CA,San Mateo CA, ,0,0
6081,6044,6,99999,CA,San Mateo CA, ,0,0
6081,6046,6,99999,CA,San Mateo CA, ,0,0
6081,6050,6,99999,CA,San Mateo CA, ,407,0.137
6081,6056,6,99999,CA,San Mateo CA, ,0,0
6081,6057,6,99999,CA,San Mateo CA, ,1,0.001
6081,6067,6,99999,CA,San Mateo CA, ,0,0
6081,6070,6,99999,CA,San Mateo CA, ,0,0
6081,6089,6,99999,CA,San Mateo CA, ,4,0.001
6081,6091,6,99999,CA,San Mateo CA, ,76,0.126
6081,6095,6,99999,CA,San Mateo CA, ,22,0.012
6081,6096.01,6,99999,CA,San Mateo CA, ,295,0.234
6081,6096.03,6,99999,CA,San Mateo CA, ,321,0.147
6081,6097,6,99999,CA,San Mateo CA, ,1,0.001
6081,6098,6,99999,CA,San Mateo CA, ,324,0.186
6081,6103.02,6,99999,CA,San Mateo CA, ,134,0.152
6081,6103.04,6,99999,CA,San Mateo CA, ,0,0
6081,6113,6,99999,CA,San Mateo CA, ,1445,0.711
6081,6119,6,99999,CA,San Mateo CA, ,0,0
6081,6130,6,99999,CA,San Mateo CA, ,147,0.092
6081,6132,6,99999,CA,San Mateo CA, ,301,0.11
6081,6134,6,99999,CA,San Mateo CA, ,281,0.217
6081,6135.01,6,99999,CA,San Mateo CA, ,42,0.031
6081,6135.02,6,99999,CA,San Mateo CA, ,6,0.002
6081,6136,6,99999,CA,San Mateo CA, ,3,0.001
6081,6137,6,99999,CA,San Mateo CA, ,619,0.178
6081,6138,6,99999,CA,San Mateo CA, ,1240,0.622
6081,6139,6,99999,CA,San Mateo CA, ,314,0.139
6081,6140,6,99999,CA,San Mateo CA, ,0,0
6081,9843,6,99999,CA,San Mateo CA, ,0, 
6081,9901,6,99999,CA,San Mateo CA, ,0, 
6085,5027.01,6,99999,CA,Santa Clara CA, ,355,0.176
6085,5027.02,6,99999,CA,Santa Clara CA, ,1,0
6085,5031.08,6,99999,CA,Santa Clara CA, ,0,0
6085,5031.15,6,99999,CA,Santa Clara CA, ,31,0.012
6085,5031.22,6,99999,CA,Santa Clara CA, ,0,0
6085,5032.07,6,99999,CA,Santa Clara CA, ,0,0
6085,5032.08,6,99999,CA,Santa Clara CA, ,0,0
6085,5032.1,6,99999,CA,Santa Clara CA, ,2,0.002
6085,5032.14,6,99999,CA,Santa Clara CA, ,8,0.004
6085,5033.12,6,99999,CA,Santa Clara CA, ,316,0.294
6085,5033.22,6,99999,CA,Santa Clara CA, ,7,0.007
6085,5033.26,6,99999,CA,Santa Clara CA, ,43,0.025
6085,5033.27,6,99999,CA,Santa Clara CA, ,20,0.014
6085,5033.3,6,99999,CA,Santa Clara CA, ,42,0.02
6085,5033.32,6,99999,CA,Santa Clara CA, ,100,0.039
6085,5033.34,6,99999,CA,Santa Clara CA, ,6,0.002
6085,5040.01,6,99999,CA,Santa Clara CA, ,0,0
6085,5042.02,6,99999,CA,Santa Clara CA, ,137,0.089
6085,5043.08,6,99999,CA,Santa Clara CA, ,93,0.062
6085,5043.21,6,99999,CA,Santa Clara CA, ,0,0
6085,5044.17,6,99999,CA,Santa Clara CA, ,29,0.25
6085,5044.2,6,99999,CA,Santa Clara CA, ,37,0.027
6085,5044.23,6,99999,CA,Santa Clara CA, ,0,0
6085,5046.01,6,99999,CA,Santa Clara CA, ,0,0
6085,5046.02,6,99999,CA,Santa Clara CA, ,0,0
6085,5047,6,99999,CA,Santa Clara CA, ,188,1
6085,5052.02,6,99999,CA,Santa Clara CA, ,0,0
6085,5053.01,6,99999,CA,Santa Clara CA, ,0,0
6085,5054.03,6,99999,CA,Santa Clara CA, ,0,0
6085,5068.01,6,99999,CA,Santa Clara CA, ,633,0.274
6085,5068.04,6,99999,CA,Santa Clara CA, ,5,0.004
6085,5069,6,99999,CA,Santa Clara CA, ,279,0.102
6085,5070.01,6,99999,CA,Santa Clara CA, ,287,0.087
6085,5070.02,6,99999,CA,Santa Clara CA, ,106,0.098
6085,5071,6,99999,CA,Santa Clara CA, ,4,0.003
6085,5072.05,6,99999,CA,Santa Clara CA, ,68,0.035
6085,5072.06,6,99999,CA,Santa Clara CA, ,33,0.032
6085,5073.02,6,99999,CA,Santa Clara CA, ,263,0.241
6085,5076,6,99999,CA,Santa Clara CA, ,45,0.022
6085,5077.02,6,99999,CA,Santa Clara CA, ,3,0.001
6085,5077.03,6,99999,CA,Santa Clara CA, ,140,0.05
6085,5078.05,6,99999,CA,Santa Clara CA, ,0,0
6085,5080.04,6,99999,CA,Santa Clara CA, ,0,0
6085,5083.01,6,99999,CA,Santa Clara CA, ,0,0
6085,5085.03,6,99999,CA,Santa Clara CA, ,3,0.001
6085,5092.01,6,99999,CA,Santa Clara CA, ,144,0.056
6085,5094.01,6,99999,CA,Santa Clara CA, ,2,0.001
6085,5101,6,99999,CA,Santa Clara CA, ,10,0.009
6085,5113.02,6,99999,CA,Santa Clara CA, ,0,0
6085,5116.09,6,99999,CA,Santa Clara CA, ,0,0
6085,5117.04,6,99999,CA,Santa Clara CA, ,35,0.021
6085,5117.05,6,99999,CA,Santa Clara CA, ,21,0.059
6085,5117.07,6,99999,CA,Santa Clara CA, ,414,0.315
6085,5118,6,99999,CA,Santa Clara CA, ,734,0.424
6085,5119.09,6,99999,CA,Santa Clara CA, ,140,0.053
6085,5119.11,6,99999,CA,Santa Clara CA, ,567,0.304
6085,5119.12,6,99999,CA,Santa Clara CA, ,12,0.007
6085,5120.01,6,99999,CA,Santa Clara CA, ,12,0.006
6085,5120.26,6,99999,CA,Santa Clara CA, ,1,0.001
6085,5120.27,6,99999,CA,Santa Clara CA, ,0,0
6085,5120.3,6,99999,CA,Santa Clara CA, ,0,0
6085,5120.32,6,99999,CA,Santa Clara CA, ,8,0.008
6085,5120.33,6,99999,CA,Santa Clara CA, ,0,0
6085,5120.35,6,99999,CA,Santa Clara CA, ,0,0
6085,5121,6,99999,CA,Santa Clara CA, ,466,0.863
6085,5122,6,99999,CA,Santa Clara CA, ,1184,0.764
6085,5123.05,6,99999,CA,Santa Clara CA, ,365,0.273
6085,5123.07,6,99999,CA,Santa Clara CA, ,101,0.044
6085,5123.08,6,99999,CA,Santa Clara CA, ,514,0.225
6085,5123.09,6,99999,CA,Santa Clara CA, ,229,0.133
6085,5123.1,6,99999,CA,Santa Clara CA, ,52,0.038
6085,5123.11,6,99999,CA,Santa Clara CA, ,70,0.059
6085,5123.13,6,99999,CA,Santa Clara CA, ,33,0.028
6085,5123.14,6,99999,CA,Santa Clara CA, ,5,0.003
6085,5124.01,6,99999,CA,Santa Clara CA, ,732,0.487
6085,5124.02,6,99999,CA,Santa Clara CA, ,318,0.195
6085,5125.03,6,99999,CA,Santa Clara CA, ,133,0.054
6085,5125.05,6,99999,CA,Santa Clara CA, ,99,0.046
6085,5125.06,6,99999,CA,Santa Clara CA, ,4,0.002
6085,5125.09,6,99999,CA,Santa Clara CA, ,25,0.021
6085,5125.1,6,99999,CA,Santa Clara CA, ,22,0.01
6085,5126.02,6,99999,CA,Santa Clara CA, ,898,0.893
6085,5135,6,99999,CA,Santa Clara CA, ,494,0.996
6095,2501.06,6,99999,CA,Solano CA, ,2,0.001
6095,2502,6,99999,CA,Solano CA, ,70,0.045
6095,2504,6,99999,CA,Solano CA, ,33,0.026
6095,2505.01,6,99999,CA,Solano CA, ,286,0.355
6095,2505.02,6,99999,CA,Solano CA, ,1,0.001
6095,2506.01,6,99999,CA,Solano CA, ,312,0.198
6095,2506.04,6,99999,CA,Solano CA, ,31,0.02
6095,2506.05,6,99999,CA,Solano CA, ,0,0
6095,2507.01,6,99999,CA,Solano CA, ,17,0.014
6095,2508.01,6,99999,CA,Solano CA, ,31,0.019
6095,2511,6,99999,CA,Solano CA, ,443,0.363
6095,2517.01,6,99999,CA,Solano CA, ,0,0
6095,2518.02,6,99999,CA,Solano CA, ,0,0
6095,2518.03,6,99999,CA,Solano CA, ,0,0
6095,2518.04,6,99999,CA,Solano CA, ,0,0
6095,2521.02,6,99999,CA,Solano CA, ,19,0.011
6095,2521.04,6,99999,CA,Solano CA, ,13,0.007
6095,2522.01,6,99999,CA,Solano CA, ,255,0.078
6095,2522.02,6,99999,CA,Solano CA, ,67,0.021
6095,2523.05,6,99999,CA,Solano CA, ,256,0.148
6095,2523.06,6,99999,CA,Solano CA, ,3,0.002
6095,2523.1,6,99999,CA,Solano CA, ,142,0.109
6095,2523.11,6,99999,CA,Solano CA, ,0,0
6095,2523.13,6,99999,CA,Solano CA, ,0,0
6095,2523.17,6,99999,CA,Solano CA, ,27,0.012
6095,2524.02,6,99999,CA,Solano CA, ,11,0.006
6095,2525.02,6,99999,CA,Solano CA, ,0,0
6095,2526.11,6,99999,CA,Solano CA, ,3,0.003
6095,2527.02,6,99999,CA,Solano CA, ,46,0.019
6095,2527.06,6,99999,CA,Solano CA, ,1,0.001
6095,2527.07,6,99999,CA,Solano CA, ,193,0.109
6095,2529.03,6,99999,CA,Solano CA, ,1137,0.676
6095,2529.04,6,99999,CA,Solano CA, ,260,0.133
6095,2529.09,6,99999,CA,Solano CA, ,5,0.005
6095,2529.13,6,99999,CA,Solano CA, ,0,0
6095,2529.14,6,99999,CA,Solano CA, ,1,0.001
6095,2529.15,6,99999,CA,Solano CA, ,11,0.01
6095,2531.01,6,99999,CA,Solano CA, ,12,0.006
6095,2531.08,6,99999,CA,Solano CA, ,0,0
6095,2532.01,6,99999,CA,Solano CA, ,43,0.023
6095,2532.03,6,99999,CA,Solano CA, ,1,0.001
6095,2532.04,6,99999,CA,Solano CA, ,39,0.016
6095,2532.06,6,99999,CA,Solano CA, ,0,0
6095,2533,6,99999,CA,Solano CA, ,887,0.865
6095,2534.02,6,99999,CA,Solano CA, ,39,0.016
6095,2534.03,6,99999,CA,Solano CA, ,37,0.022
6095,2535,6,99999,CA,Solano CA, ,393,0.092
6095,9800,6,99999,CA,Solano CA, ,0,0
6097,1501,6,99999,CA,Sonoma CA, ,1194,0.998
6097,1502.02,6,99999,CA,Sonoma CA, ,1047,0.378
6097,1502.03,6,99999,CA,Sonoma CA, ,257,0.109
6097,1502.04,6,99999,CA,Sonoma CA, ,101,0.056
6097,1503.03,6,99999,CA,Sonoma CA, ,929,0.381
6097,1503.05,6,99999,CA,Sonoma CA, ,4,0.002
6097,1503.06,6,99999,CA,Sonoma CA, ,572,0.323
6097,1505,6,99999,CA,Sonoma CA, ,1167,0.46
6097,1506.03,6,99999,CA,Sonoma CA, ,5,0.002
6097,1506.07,6,99999,CA,Sonoma CA, ,195,0.104
6097,1506.1,6,99999,CA,Sonoma CA, ,5,0.004
6097,1506.11,6,99999,CA,Sonoma CA, ,10,0.007
6097,1506.12,6,99999,CA,Sonoma CA, ,454,0.265
6097,1507.01,6,99999,CA,Sonoma CA, ,0,0
6097,1507.02,6,99999,CA,Sonoma CA, ,203,0.111
6097,1508,6,99999,CA,Sonoma CA, ,75,0.036
6097,1509.01,6,99999,CA,Sonoma CA, ,16,0.008
6097,1509.02,6,99999,CA,Sonoma CA, ,132,0.091
6097,1510,6,99999,CA,Sonoma CA, ,1364,0.921
6097,1511,6,99999,CA,Sonoma CA, ,1952,1
6097,1512.01,6,99999,CA,Sonoma CA, ,509,0.17
6097,1512.03,6,99999,CA,Sonoma CA, ,58,0.028
6097,1512.04,6,99999,CA,Sonoma CA, ,162,0.105
6097,1513.07,6,99999,CA,Sonoma CA, ,140,0.071
6097,1513.09,6,99999,CA,Sonoma CA, ,500,0.252
6097,1513.1,6,99999,CA,Sonoma CA, ,10,0.007
6097,1513.11,6,99999,CA,Sonoma CA, ,176,0.072
6097,1514.01,6,99999,CA,Sonoma CA, ,314,0.134
6097,1514.02,6,99999,CA,Sonoma CA, ,1424,0.405
6097,1515.02,6,99999,CA,Sonoma CA, ,605,0.193
6097,1515.03,6,99999,CA,Sonoma CA, ,259,0.178
6097,1516.01,6,99999,CA,Sonoma CA, ,220,0.114
6097,1516.02,6,99999,CA,Sonoma CA, ,405,0.191
6097,1517,6,99999,CA,Sonoma CA, ,19,0.006
6097,1522.02,6,99999,CA,Sonoma CA, ,50,0.016
6097,1523,6,99999,CA,Sonoma CA, ,36,0.018
6097,1524,6,99999,CA,Sonoma CA, ,405,0.091
6097,1525.01,6,99999,CA,Sonoma CA, ,63,0.036
6097,1525.02,6,99999,CA,Sonoma CA, ,53,0.034
6097,1526,6,99999,CA,Sonoma CA, ,1430,0.406
6097,1527.01,6,99999,CA,Sonoma CA, ,201,0.09
6097,1527.02,6,99999,CA,Sonoma CA, ,408,0.205
6097,1528.01,6,99999,CA,Sonoma CA, ,45,0.022
6097,1529.03,6,99999,CA,Sonoma CA, ,24,0.015
6097,1529.04,6,99999,CA,Sonoma CA, ,126,0.064
6097,1529.05,6,99999,CA,Sonoma CA, ,31,0.019
6097,1529.06,6,99999,CA,Sonoma CA, ,998,0.481
6097,1530.02,6,99999,CA,Sonoma CA, ,142,0.067
6097,1530.03,6,99999,CA,Sonoma CA, ,85,0.041
6097,1530.05,6,99999,CA,Sonoma CA, ,1045,0.406
6097,1530.06,6,99999,CA,Sonoma CA, ,12,0.004
6097,1531.04,6,99999,CA,Sonoma CA, ,8,0.006
6097,1532,6,99999,CA,Sonoma CA, ,1194,0.527
6097,1533,6,99999,CA,Sonoma CA, ,1077,0.285
6097,1534.01,6,99999,CA,Sonoma CA, ,898,0.323
6097,1534.03,6,99999,CA,Sonoma CA, ,856,0.492
6097,1534.04,6,99999,CA,Sonoma CA, ,1176,0.628
6097,1535.01,6,99999,CA,Sonoma CA, ,1913,0.981
6097,1535.02,6,99999,CA,Sonoma CA, ,1579,0.901
6097,1536,6,99999,CA,Sonoma CA, ,1921,0.771
6097,1537.03,6,99999,CA,Sonoma CA, ,872,0.308
6097,1537.04,6,99999,CA,Sonoma CA, ,219,0.083
6097,1537.05,6,99999,CA,Sonoma CA, ,389,0.213
6097,1537.06,6,99999,CA,Sonoma CA, ,2053,0.866
6097,1538.01,6,99999,CA,Sonoma CA, ,516,0.154
6097,1538.07,6,99999,CA,Sonoma CA, ,271,0.192
6097,1538.09,6,99999,CA,Sonoma CA, ,58,0.038
6097,1539.01,6,99999,CA,Sonoma CA, ,1020,0.414
6097,1539.02,6,99999,CA,Sonoma CA, ,0,0
6097,1539.03,6,99999,CA,Sonoma CA, ,32,0.019
6097,1540,6,99999,CA,Sonoma CA, ,1353,0.958
6097,1541,6,99999,CA,Sonoma CA, ,1403,0.812
6097,1542.01,6,99999,CA,Sonoma CA, ,357,0.234
6097,1542.02,6,99999,CA,Sonoma CA, ,261,0.104
6097,1543.02,6,99999,CA,Sonoma CA, ,860,0.334
6097,1543.03,6,99999,CA,Sonoma CA, ,142,0.066
6097,1543.04,6,99999,CA,Sonoma CA, ,1100,0.567
6097,9901,6,99999,CA,Sonoma CA, ,0, 
