county,tract,FIPS state,placefp,State Postal Code,cntyname,Place Name,"Total Hsg. Units, 2000 census",tract to placefp allocation factor
6075,326,6,67000,CA,San Francisco CA,San Francisco city,3299,1
6075,327,6,67000,CA,San Francisco CA,San Francisco city,2467,1
6075,328,6,67000,CA,San Francisco CA,San Francisco city,2917,1
6075,329,6,67000,CA,San Francisco CA,San Francisco city,3047,1
6075,330,6,67000,CA,San Francisco CA,San Francisco city,2755,1
6075,331,6,67000,CA,San Francisco CA,San Francisco city,1484,1
6075,332.01,6,67000,CA,San Francisco CA,San Francisco city,784,1
6075,332.02,6,67000,CA,San Francisco CA,San Francisco city,3382,1
6075,351,6,67000,CA,San Francisco CA,San Francisco city,2731,1
6075,352.01,6,67000,CA,San Francisco CA,San Francisco city,1936,1
6075,352.02,6,67000,CA,San Francisco CA,San Francisco city,1823,1
6075,353,6,67000,CA,San Francisco CA,San Francisco city,2454,1
6075,354,6,67000,CA,San Francisco CA,San Francisco city,2383,1
6075,401,6,67000,CA,San Francisco CA,San Francisco city,1986,1
6075,402,6,67000,CA,San Francisco CA,San Francisco city,2507,1
6075,426,6,67000,CA,San Francisco CA,San Francisco city,3322,1
6075,427,6,67000,CA,San Francisco CA,San Francisco city,2469,1
6075,428,6,67000,CA,San Francisco CA,San Francisco city,1012,1
6075,451,6,67000,CA,San Francisco CA,San Francisco city,2187,1
6075,452,6,67000,CA,San Francisco CA,San Francisco city,2891,1
6075,476,6,67000,CA,San Francisco CA,San Francisco city,2288,1
6075,477.01,6,67000,CA,San Francisco CA,San Francisco city,1935,1
6075,477.02,6,67000,CA,San Francisco CA,San Francisco city,1601,1
6075,478,6,67000,CA,San Francisco CA,San Francisco city,3212,1
6075,479.01,6,67000,CA,San Francisco CA,San Francisco city,2726,1
6075,479.02,6,67000,CA,San Francisco CA,San Francisco city,1556,1
6075,601,6,67000,CA,San Francisco CA,San Francisco city,1102,1
6075,602,6,67000,CA,San Francisco CA,San Francisco city,64,1
6075,603,6,67000,CA,San Francisco CA,San Francisco city,36,1
6075,604,6,67000,CA,San Francisco CA,San Francisco city,914,1
6075,605.01,6,67000,CA,San Francisco CA,San Francisco city,90,1
6075,605.02,6,67000,CA,San Francisco CA,San Francisco city,1009,1
6075,606,6,67000,CA,San Francisco CA,San Francisco city,160,1
6075,607,6,67000,CA,San Francisco CA,San Francisco city,470,1
6075,609,6,67000,CA,San Francisco CA,San Francisco city,76,1
6075,610,6,67000,CA,San Francisco CA,San Francisco city,666,1
6081,6001,6,8310,CA,San Mateo CA,Brisbane city,1831,0.967
6081,6001,6,17918,CA,San Mateo CA,Daly City city,0,0
6081,6001,6,73262,CA,San Mateo CA,South San Francisco city,62,0.033
6081,6001,6,99999,CA,San Mateo CA, ,0,0
6081,6002,6,8310,CA,San Mateo CA,Brisbane city,0,0
6081,6002,6,17918,CA,San Mateo CA,Daly City city,1001,1
6081,6003,6,8310,CA,San Mateo CA,Brisbane city,0,0
6081,6003,6,17918,CA,San Mateo CA,Daly City city,1185,1
6081,6003,6,99999,CA,San Mateo CA, ,0,0
6081,6004,6,17918,CA,San Mateo CA,Daly City city,2250,1
6081,6005,6,17918,CA,San Mateo CA,Daly City city,2114,1
6081,6005,6,99999,CA,San Mateo CA, ,0,0
6081,6006,6,17918,CA,San Mateo CA,Daly City city,1436,1
6081,6007,6,17918,CA,San Mateo CA,Daly City city,1995,1
6081,6008,6,17918,CA,San Mateo CA,Daly City city,2962,1
6081,6009,6,17918,CA,San Mateo CA,Daly City city,1493,0.999
6081,6009,6,99999,CA,San Mateo CA, ,2,0.001
6081,6010,6,17918,CA,San Mateo CA,Daly City city,2095,1
6081,6010,6,99999,CA,San Mateo CA, ,0,0
6081,6011,6,17918,CA,San Mateo CA,Daly City city,1951,1
6081,6012,6,8338,CA,San Mateo CA,Broadmoor CDP,1295,0.627
6081,6012,6,17918,CA,San Mateo CA,Daly City city,683,0.331
6081,6012,6,99999,CA,San Mateo CA, ,88,0.043
6081,6013,6,17918,CA,San Mateo CA,Daly City city,1897,0.846
6081,6013,6,99999,CA,San Mateo CA, ,345,0.154
6081,6014,6,17918,CA,San Mateo CA,Daly City city,1917,1
6081,6015.01,6,17918,CA,San Mateo CA,Daly City city,1317,1
6081,6015.02,6,17918,CA,San Mateo CA,Daly City city,1757,1
6081,6016.01,6,14736,CA,San Mateo CA,Colma town,342,0.407
6081,6016.01,6,17918,CA,San Mateo CA,Daly City city,498,0.593
6081,6016.01,6,99999,CA,San Mateo CA, ,0,0
6081,6016.03,6,17918,CA,San Mateo CA,Daly City city,1894,1
6081,6016.04,6,17918,CA,San Mateo CA,Daly City city,1183,1
6081,6016.05,6,17918,CA,San Mateo CA,Daly City city,1682,1
6081,6017,6,73262,CA,San Mateo CA,South San Francisco city,1313,1
6081,6018,6,73262,CA,San Mateo CA,South San Francisco city,1916,1
6081,6018,6,99999,CA,San Mateo CA, ,0,0
6081,6019,6,73262,CA,San Mateo CA,South San Francisco city,3330,1
6081,6020,6,73262,CA,San Mateo CA,South San Francisco city,2440,1
6081,6020,6,99999,CA,San Mateo CA, ,0,0
6081,6021,6,73262,CA,San Mateo CA,South San Francisco city,991,1
6081,6022,6,73262,CA,San Mateo CA,South San Francisco city,2537,1
6081,6023,6,8310,CA,San Mateo CA,Brisbane city,0,0
6081,6023,6,65028,CA,San Mateo CA,San Bruno city,0,0
6081,6023,6,73262,CA,San Mateo CA,South San Francisco city,1118,1
6081,6024,6,73262,CA,San Mateo CA,South San Francisco city,2607,0.981
6081,6024,6,99999,CA,San Mateo CA, ,51,0.019
6081,6025,6,73262,CA,San Mateo CA,South San Francisco city,1467,1
6081,6026,6,73262,CA,San Mateo CA,South San Francisco city,2357,1
6081,6027,6,54806,CA,San Mateo CA,Pacifica city,1830,1
6081,6028,6,17918,CA,San Mateo CA,Daly City city,1,0.001
6081,6028,6,54806,CA,San Mateo CA,Pacifica city,1505,0.999
6081,6029,6,54806,CA,San Mateo CA,Pacifica city,1715,1
6081,6029,6,99999,CA,San Mateo CA, ,0,0
6081,6030,6,54806,CA,San Mateo CA,Pacifica city,1982,1
6081,6030,6,65028,CA,San Mateo CA,San Bruno city,0,0
6081,6030,6,99999,CA,San Mateo CA, ,0,0
6081,6031,6,54806,CA,San Mateo CA,Pacifica city,1186,1
6081,6031,6,99999,CA,San Mateo CA, ,0,0
6081,6032,6,54806,CA,San Mateo CA,Pacifica city,1414,0.981
6081,6032,6,99999,CA,San Mateo CA, ,28,0.019
6081,6033,6,54806,CA,San Mateo CA,Pacifica city,2470,1
6081,6033,6,99999,CA,San Mateo CA, ,0,0
6081,6034,6,54806,CA,San Mateo CA,Pacifica city,2143,1
6081,6034,6,99999,CA,San Mateo CA, ,0,0
6081,6035,6,65028,CA,San Mateo CA,San Bruno city,12,1
6081,6035,6,99999,CA,San Mateo CA, ,0,0
6081,6036,6,65028,CA,San Mateo CA,San Bruno city,1863,1
6081,6036,6,99999,CA,San Mateo CA, ,0,0
6081,6037,6,65028,CA,San Mateo CA,San Bruno city,1774,1
6081,6038,6,65028,CA,San Mateo CA,San Bruno city,3295,1
6081,6038,6,99999,CA,San Mateo CA, ,0,0
6081,6039,6,47486,CA,San Mateo CA,Millbrae city,11,0.005
6081,6039,6,65028,CA,San Mateo CA,San Bruno city,2151,0.995
6081,6040,6,65028,CA,San Mateo CA,San Bruno city,1166,1
6081,6041.01,6,65028,CA,San Mateo CA,San Bruno city,2628,1
6081,6041.01,6,99999,CA,San Mateo CA, ,0,0
6081,6041.02,6,65028,CA,San Mateo CA,San Bruno city,962,1
6081,6041.02,6,73262,CA,San Mateo CA,South San Francisco city,0,0
6081,6042,6,65028,CA,San Mateo CA,San Bruno city,1129,1
6081,6042,6,73262,CA,San Mateo CA,South San Francisco city,0,0
6081,6042,6,99999,CA,San Mateo CA, ,0,0
6081,6043,6,25338,CA,San Mateo CA,Foster City city,0, 
6081,6043,6,99999,CA,San Mateo CA, ,0, 
6081,6044,6,47486,CA,San Mateo CA,Millbrae city,1470,1
6081,6044,6,99999,CA,San Mateo CA, ,0,0
6081,6045,6,47486,CA,San Mateo CA,Millbrae city,1388,1
6081,6046,6,47486,CA,San Mateo CA,Millbrae city,932,1
6081,6046,6,65028,CA,San Mateo CA,San Bruno city,0,0
6081,6046,6,99999,CA,San Mateo CA, ,0,0
6081,6047,6,47486,CA,San Mateo CA,Millbrae city,1007,1
6081,6048,6,47486,CA,San Mateo CA,Millbrae city,1985,1
6081,6049,6,9066,CA,San Mateo CA,Burlingame city,20,0.015
6081,6049,6,47486,CA,San Mateo CA,Millbrae city,1320,0.985
6081,6050,6,9066,CA,San Mateo CA,Burlingame city,2504,0.858
6081,6050,6,33798,CA,San Mateo CA,Hillsborough town,0,0
6081,6050,6,99999,CA,San Mateo CA, ,414,0.142
6081,6051,6,9066,CA,San Mateo CA,Burlingame city,1427,1
6081,6052,6,9066,CA,San Mateo CA,Burlingame city,1326,1
6081,6053,6,9066,CA,San Mateo CA,Burlingame city,2004,1
6081,6053,6,33798,CA,San Mateo CA,Hillsborough town,1,0
6081,6054,6,9066,CA,San Mateo CA,Burlingame city,2673,1
6081,6055,6,9066,CA,San Mateo CA,Burlingame city,2858,1
6081,6055,6,33798,CA,San Mateo CA,Hillsborough town,0,0
6081,6056,6,9066,CA,San Mateo CA,Burlingame city,0,0
6081,6056,6,33798,CA,San Mateo CA,Hillsborough town,1962,1
6081,6056,6,99999,CA,San Mateo CA, ,0,0
6081,6057,6,33798,CA,San Mateo CA,Hillsborough town,1841,0.986
6081,6057,6,68252,CA,San Mateo CA,San Mateo city,27,0.014
6081,6057,6,99999,CA,San Mateo CA, ,0,0
6081,6058,6,68252,CA,San Mateo CA,San Mateo city,1054,1
6081,6059,6,68252,CA,San Mateo CA,San Mateo city,2645,1
6081,6060,6,9066,CA,San Mateo CA,Burlingame city,57,0.025
6081,6060,6,68252,CA,San Mateo CA,San Mateo city,2234,0.975
6081,6061,6,68252,CA,San Mateo CA,San Mateo city,1394,1
6081,6062,6,68252,CA,San Mateo CA,San Mateo city,2060,1
6081,6063,6,68252,CA,San Mateo CA,San Mateo city,1956,1
6081,6064,6,68252,CA,San Mateo CA,San Mateo city,2669,1
6081,6065,6,33798,CA,San Mateo CA,Hillsborough town,0,0
6081,6065,6,68252,CA,San Mateo CA,San Mateo city,1337,1
6081,6066,6,68252,CA,San Mateo CA,San Mateo city,1398,1
6081,6067,6,68252,CA,San Mateo CA,San Mateo city,986,1
6081,6067,6,99999,CA,San Mateo CA, ,0,0
6081,6068,6,33633,CA,San Mateo CA,Highlands-Baywood Park CDP,658,0.509
6081,6068,6,68252,CA,San Mateo CA,San Mateo city,635,0.491
6081,6069,6,33633,CA,San Mateo CA,Highlands-Baywood Park CDP,890,1
6081,6069,6,68252,CA,San Mateo CA,San Mateo city,0,0
6081,6070,6,68252,CA,San Mateo CA,San Mateo city,1469,1
6081,6070,6,99999,CA,San Mateo CA, ,0,0
6081,6071,6,68252,CA,San Mateo CA,San Mateo city,1136,1
6081,6072,6,68252,CA,San Mateo CA,San Mateo city,1704,1
6081,6073,6,68252,CA,San Mateo CA,San Mateo city,1361,1
6081,6074,6,68252,CA,San Mateo CA,San Mateo city,1890,1
6081,6075,6,68252,CA,San Mateo CA,San Mateo city,929,1
6081,6076,6,68252,CA,San Mateo CA,San Mateo city,1296,1
6081,6077.01,6,68252,CA,San Mateo CA,San Mateo city,1139,1
6081,6077.02,6,68252,CA,San Mateo CA,San Mateo city,813,1
6081,6078,6,68252,CA,San Mateo CA,San Mateo city,1022,1
6081,6079,6,68252,CA,San Mateo CA,San Mateo city,1802,1
6081,6080.01,6,25338,CA,San Mateo CA,Foster City city,1145,1
6081,6080.02,6,25338,CA,San Mateo CA,Foster City city,1517,1
6081,6080.04,6,25338,CA,San Mateo CA,Foster City city,3070,1
6081,6080.13,6,25338,CA,San Mateo CA,Foster City city,1590,1
6081,6080.23,6,25338,CA,San Mateo CA,Foster City city,877,1
6081,6081,6,25338,CA,San Mateo CA,Foster City city,1225,1
6081,6082,6,25338,CA,San Mateo CA,Foster City city,1199,1
6081,6083,6,25338,CA,San Mateo CA,Foster City city,1386,1
6081,6084,6,68252,CA,San Mateo CA,San Mateo city,2262,1
6081,6085.01,6,68252,CA,San Mateo CA,San Mateo city,1804,1
6081,6085.02,6,68252,CA,San Mateo CA,San Mateo city,1227,1
6081,6086,6,5108,CA,San Mateo CA,Belmont city,1836,1
6081,6086,6,60102,CA,San Mateo CA,Redwood City city,0,0
6081,6087,6,5108,CA,San Mateo CA,Belmont city,2653,1
6081,6088,6,5108,CA,San Mateo CA,Belmont city,2143,1
6081,6089,6,5108,CA,San Mateo CA,Belmont city,2926,0.955
6081,6089,6,65070,CA,San Mateo CA,San Carlos city,138,0.045
6081,6089,6,99999,CA,San Mateo CA, ,0,0
6081,6090,6,5108,CA,San Mateo CA,Belmont city,1019,1
6081,6091,6,5108,CA,San Mateo CA,Belmont city,0,0
6081,6091,6,65070,CA,San Mateo CA,San Carlos city,514,0.848
6081,6091,6,99999,CA,San Mateo CA, ,92,0.152
6081,6092,6,65070,CA,San Mateo CA,San Carlos city,3467,1
6081,6093,6,65070,CA,San Mateo CA,San Carlos city,1287,1
6081,6094,6,65070,CA,San Mateo CA,San Carlos city,1130,1
6081,6095,6,65070,CA,San Mateo CA,San Carlos city,1779,0.997
6081,6095,6,99999,CA,San Mateo CA, ,5,0.003
6081,6096.01,6,65070,CA,San Mateo CA,San Carlos city,951,0.798
6081,6096.01,6,99999,CA,San Mateo CA, ,240,0.202
6081,6096.02,6,65070,CA,San Mateo CA,San Carlos city,677,1
6081,6096.03,6,60102,CA,San Mateo CA,Redwood City city,70,0.033
6081,6096.03,6,65070,CA,San Mateo CA,San Carlos city,1748,0.825
6081,6096.03,6,99999,CA,San Mateo CA, ,300,0.142
6081,6097,6,22587,CA,San Mateo CA,Emerald Lake Hills CDP,1307,0.834
6081,6097,6,60102,CA,San Mateo CA,Redwood City city,242,0.154
6081,6097,6,86440,CA,San Mateo CA,Woodside town,15,0.01
6081,6097,6,99999,CA,San Mateo CA, ,3,0.002
6081,6098,6,22587,CA,San Mateo CA,Emerald Lake Hills CDP,30,0.017
6081,6098,6,60102,CA,San Mateo CA,Redwood City city,1385,0.802
6081,6098,6,99999,CA,San Mateo CA, ,312,0.181
6081,6099,6,60102,CA,San Mateo CA,Redwood City city,1091,0.995
6081,6099,6,99999,CA,San Mateo CA, ,5,0.005
6081,6100,6,60102,CA,San Mateo CA,Redwood City city,2112,1
6081,6101,6,60102,CA,San Mateo CA,Redwood City city,925,1
6081,6102.01,6,60102,CA,San Mateo CA,Redwood City city,1790,1
6081,6102.02,6,60102,CA,San Mateo CA,Redwood City city,588,1
6081,6102.03,6,60102,CA,San Mateo CA,Redwood City city,939,1
6081,6103.02,6,60102,CA,San Mateo CA,Redwood City city,1018,0.879
6081,6103.02,6,99999,CA,San Mateo CA, ,140,0.121
6081,6103.03,6,60102,CA,San Mateo CA,Redwood City city,2944,1
6081,6103.04,6,25338,CA,San Mateo CA,Foster City city,0,0
6081,6103.04,6,60102,CA,San Mateo CA,Redwood City city,1937,1
6081,6103.04,6,65070,CA,San Mateo CA,San Carlos city,0,0
6081,6103.04,6,99999,CA,San Mateo CA, ,0,0
6081,6104,6,60102,CA,San Mateo CA,Redwood City city,1595,1
6081,6105,6,51840,CA,San Mateo CA,North Fair Oaks CDP,1318,0.999
6081,6105,6,60102,CA,San Mateo CA,Redwood City city,1,0.001
6081,6106.01,6,51840,CA,San Mateo CA,North Fair Oaks CDP,1557,1
6081,6106.02,6,51840,CA,San Mateo CA,North Fair Oaks CDP,1167,1
6081,6107,6,51840,CA,San Mateo CA,North Fair Oaks CDP,17,0.008
6081,6107,6,60102,CA,San Mateo CA,Redwood City city,2033,0.992
6081,6108,6,60102,CA,San Mateo CA,Redwood City city,1627,1
6081,6109,6,60102,CA,San Mateo CA,Redwood City city,2464,1
6081,6110,6,60102,CA,San Mateo CA,Redwood City city,2322,1
6081,6111,6,22587,CA,San Mateo CA,Emerald Lake Hills CDP,129,0.056
6081,6111,6,60102,CA,San Mateo CA,Redwood City city,2191,0.944
6081,6112,6,60102,CA,San Mateo CA,Redwood City city,1091,1
6081,6113,6,60102,CA,San Mateo CA,Redwood City city,556,0.277
6081,6113,6,99999,CA,San Mateo CA, ,1449,0.723
6081,6114,6,3092,CA,San Mateo CA,Atherton town,1513,1
6081,6115,6,3092,CA,San Mateo CA,Atherton town,979,1
6081,6116,6,46870,CA,San Mateo CA,Menlo Park city,832,1
6081,6117,6,46870,CA,San Mateo CA,Menlo Park city,1369,1
6081,6117,6,60102,CA,San Mateo CA,Redwood City city,0,0
6081,6118,6,20956,CA,San Mateo CA,East Palo Alto city,923,1
6081,6118,6,46870,CA,San Mateo CA,Menlo Park city,0,0
6081,6119,6,20956,CA,San Mateo CA,East Palo Alto city,1983,1
6081,6119,6,99999,CA,San Mateo CA, ,0,0
6081,6120,6,20956,CA,San Mateo CA,East Palo Alto city,1580,1
6081,6121,6,20956,CA,San Mateo CA,East Palo Alto city,2605,0.882
6081,6121,6,46870,CA,San Mateo CA,Menlo Park city,350,0.118
6081,6122,6,46870,CA,San Mateo CA,Menlo Park city,1751,1
6081,6124,6,46870,CA,San Mateo CA,Menlo Park city,176,0.369
6081,6124,6,99999,CA,San Mateo CA, ,301,0.631
6081,6125,6,3092,CA,San Mateo CA,Atherton town,13,0.006
6081,6125,6,46870,CA,San Mateo CA,Menlo Park city,2133,0.994
6081,6126,6,46870,CA,San Mateo CA,Menlo Park city,2247,1
6081,6127,6,46870,CA,San Mateo CA,Menlo Park city,831,1
6081,6128,6,46870,CA,San Mateo CA,Menlo Park city,1001,0.84
6081,6128,6,84536,CA,San Mateo CA,West Menlo Park CDP,190,0.16
6081,6129,6,46870,CA,San Mateo CA,Menlo Park city,594,0.321
6081,6129,6,84536,CA,San Mateo CA,West Menlo Park CDP,1259,0.679
6081,6130,6,46870,CA,San Mateo CA,Menlo Park city,1430,0.915
6081,6130,6,84536,CA,San Mateo CA,West Menlo Park CDP,2,0.001
6081,6130,6,99999,CA,San Mateo CA, ,130,0.083
6081,6132,6,46870,CA,San Mateo CA,Menlo Park city,0,0
6081,6132,6,58380,CA,San Mateo CA,Portola Valley town,1772,0.673
6081,6132,6,99999,CA,San Mateo CA, ,860,0.327
6081,6133,6,86440,CA,San Mateo CA,Woodside town,976,1
6081,6134,6,86440,CA,San Mateo CA,Woodside town,1039,0.785
6081,6134,6,99999,CA,San Mateo CA, ,285,0.215
6081,6135.01,6,31708,CA,San Mateo CA,Half Moon Bay city,1318,0.974
6081,6135.01,6,47486,CA,San Mateo CA,Millbrae city,0,0
6081,6135.01,6,65028,CA,San Mateo CA,San Bruno city,0,0
6081,6135.01,6,99999,CA,San Mateo CA, ,35,0.026
6081,6135.02,6,21936,CA,San Mateo CA,El Granada CDP,1851,0.889
6081,6135.02,6,31708,CA,San Mateo CA,Half Moon Bay city,227,0.109
6081,6135.02,6,49446,CA,San Mateo CA,Moss Beach CDP,0,0
6081,6135.02,6,99999,CA,San Mateo CA, ,3,0.001
6081,6136,6,21936,CA,San Mateo CA,El Granada CDP,246,0.12
6081,6136,6,31708,CA,San Mateo CA,Half Moon Bay city,0,0
6081,6136,6,48760,CA,San Mateo CA,Montara CDP,1034,0.504
6081,6136,6,49446,CA,San Mateo CA,Moss Beach CDP,771,0.376
6081,6136,6,99999,CA,San Mateo CA, ,0,0
6081,6137,6,31708,CA,San Mateo CA,Half Moon Bay city,2569,0.824
6081,6137,6,99999,CA,San Mateo CA, ,550,0.176
6081,6138,6,99999,CA,San Mateo CA, ,1911,1
6085,5001,6,68000,CA,Santa Clara CA,San Jose city,1614,1
6085,5002,6,68000,CA,Santa Clara CA,San Jose city,1618,1
6085,5003,6,68000,CA,Santa Clara CA,San Jose city,772,1
6085,5004,6,68000,CA,Santa Clara CA,San Jose city,1001,1
6085,5005,6,8968,CA,Santa Clara CA,Burbank CDP,0,0
6085,5005,6,68000,CA,Santa Clara CA,San Jose city,1937,1
6085,5006,6,68000,CA,Santa Clara CA,San Jose city,1825,1
6085,5008,6,68000,CA,Santa Clara CA,San Jose city,841,1
6085,5009.01,6,68000,CA,Santa Clara CA,San Jose city,1475,1
6085,5009.02,6,68000,CA,Santa Clara CA,San Jose city,686,1
6085,5010,6,68000,CA,Santa Clara CA,San Jose city,2157,1
6085,5011,6,68000,CA,Santa Clara CA,San Jose city,2646,1
6085,5012,6,68000,CA,Santa Clara CA,San Jose city,1389,1
6085,5013,6,68000,CA,Santa Clara CA,San Jose city,1262,1
6085,5014,6,68000,CA,Santa Clara CA,San Jose city,1817,1
6085,5015.01,6,68000,CA,Santa Clara CA,San Jose city,1075,1
6085,5015.02,6,68000,CA,Santa Clara CA,San Jose city,1004,1
6085,5016,6,68000,CA,Santa Clara CA,San Jose city,2457,1
6085,5017,6,68000,CA,Santa Clara CA,San Jose city,1319,1
6085,5018,6,68000,CA,Santa Clara CA,San Jose city,1700,1
6085,5019,6,68000,CA,Santa Clara CA,San Jose city,1068,0.753
6085,5019,6,77049,CA,Santa Clara CA,Sunol-Midtown CDP,256,0.181
6085,5019,6,99999,CA,Santa Clara CA, ,94,0.066
6085,5020.01,6,8968,CA,Santa Clara CA,Burbank CDP,1814,0.872
6085,5020.01,6,27080,CA,Santa Clara CA,Fruitdale CDP,0,0
6085,5020.01,6,68000,CA,Santa Clara CA,San Jose city,267,0.128
6085,5020.02,6,8848,CA,Santa Clara CA,Buena Vista CDP,557,0.339
6085,5020.02,6,8968,CA,Santa Clara CA,Burbank CDP,249,0.152
6085,5020.02,6,68000,CA,Santa Clara CA,San Jose city,837,0.509
6085,5021.01,6,10345,CA,Santa Clara CA,Campbell city,240,0.122
6085,5021.01,6,27080,CA,Santa Clara CA,Fruitdale CDP,356,0.18
6085,5021.01,6,68000,CA,Santa Clara CA,San Jose city,1377,0.698
6085,5021.02,6,8968,CA,Santa Clara CA,Burbank CDP,0,0
6085,5021.02,6,68000,CA,Santa Clara CA,San Jose city,2539,1
6085,5022.01,6,68000,CA,Santa Clara CA,San Jose city,2559,1
6085,5022.01,6,99999,CA,Santa Clara CA, ,0,0
6085,5022.02,6,68000,CA,Santa Clara CA,San Jose city,1013,0.691
6085,5022.02,6,99999,CA,Santa Clara CA, ,453,0.309
6085,5023,6,68000,CA,Santa Clara CA,San Jose city,2637,1
6085,5024,6,68000,CA,Santa Clara CA,San Jose city,2767,1
6085,5025,6,68000,CA,Santa Clara CA,San Jose city,2491,1
6085,5026.01,6,10345,CA,Santa Clara CA,Campbell city,62,0.051
6085,5026.01,6,68000,CA,Santa Clara CA,San Jose city,622,0.507
6085,5026.01,6,99999,CA,Santa Clara CA, ,542,0.442
6085,5026.02,6,10345,CA,Santa Clara CA,Campbell city,3043,0.915
6085,5026.02,6,68000,CA,Santa Clara CA,San Jose city,281,0.085
6085,5027.01,6,10345,CA,Santa Clara CA,Campbell city,92,0.049
6085,5027.01,6,68000,CA,Santa Clara CA,San Jose city,1454,0.774
6085,5027.01,6,99999,CA,Santa Clara CA, ,333,0.177
6085,5027.02,6,10088,CA,Santa Clara CA,Cambrian Park CDP,411,0.139
6085,5027.02,6,10345,CA,Santa Clara CA,Campbell city,818,0.277
6085,5027.02,6,68000,CA,Santa Clara CA,San Jose city,1511,0.511
6085,5027.02,6,99999,CA,Santa Clara CA, ,216,0.073
6085,5028,6,10088,CA,Santa Clara CA,Cambrian Park CDP,704,0.5
6085,5028,6,68000,CA,Santa Clara CA,San Jose city,704,0.5
6085,5029.01,6,68000,CA,Santa Clara CA,San Jose city,2148,1
6085,5029.02,6,68000,CA,Santa Clara CA,San Jose city,2504,1
6085,5029.03,6,68000,CA,Santa Clara CA,San Jose city,1960,1
6085,5029.06,6,68000,CA,Santa Clara CA,San Jose city,1675,1
6085,5029.07,6,68000,CA,Santa Clara CA,San Jose city,1334,1
6085,5029.08,6,68000,CA,Santa Clara CA,San Jose city,2390,1
6085,5029.09,6,68000,CA,Santa Clara CA,San Jose city,2061,1
6085,5029.1,6,68000,CA,Santa Clara CA,San Jose city,1346,1
6085,5030.01,6,68000,CA,Santa Clara CA,San Jose city,1647,1
6085,5030.02,6,68000,CA,Santa Clara CA,San Jose city,1302,1
6085,5030.03,6,68000,CA,Santa Clara CA,San Jose city,1792,1
6085,5031.03,6,68000,CA,Santa Clara CA,San Jose city,3216,0.997
6085,5031.03,6,99999,CA,Santa Clara CA, ,10,0.003
6085,5031.05,6,68000,CA,Santa Clara CA,San Jose city,531,1
6085,5031.06,6,68000,CA,Santa Clara CA,San Jose city,2382,1
6085,5031.08,6,68000,CA,Santa Clara CA,San Jose city,2073,1
6085,5031.08,6,99999,CA,Santa Clara CA, ,0,0
6085,5031.1,6,68000,CA,Santa Clara CA,San Jose city,968,1
6085,5031.11,6,68000,CA,Santa Clara CA,San Jose city,1086,1
6085,5031.12,6,68000,CA,Santa Clara CA,San Jose city,954,1
6085,5031.13,6,68000,CA,Santa Clara CA,San Jose city,1162,1
6085,5031.15,6,68000,CA,Santa Clara CA,San Jose city,1073,0.909
6085,5031.15,6,99999,CA,Santa Clara CA, ,108,0.091
6085,5031.16,6,68000,CA,Santa Clara CA,San Jose city,1683,1
6085,5032.04,6,68000,CA,Santa Clara CA,San Jose city,1550,0.786
6085,5032.04,6,71074,CA,Santa Clara CA,Seven Trees CDP,415,0.21
6085,5032.04,6,99999,CA,Santa Clara CA, ,8,0.004
6085,5032.07,6,68000,CA,Santa Clara CA,San Jose city,1028,1
6085,5032.07,6,99999,CA,Santa Clara CA, ,0,0
6085,5032.08,6,68000,CA,Santa Clara CA,San Jose city,824,0.999
6085,5032.08,6,99999,CA,Santa Clara CA, ,1,0.001
6085,5032.1,6,68000,CA,Santa Clara CA,San Jose city,932,1
6085,5032.1,6,99999,CA,Santa Clara CA, ,0,0
6085,5032.11,6,68000,CA,Santa Clara CA,San Jose city,1141,1
6085,5032.12,6,68000,CA,Santa Clara CA,San Jose city,961,1
6085,5032.13,6,68000,CA,Santa Clara CA,San Jose city,1217,0.988
6085,5032.13,6,99999,CA,Santa Clara CA, ,15,0.012
6085,5032.14,6,68000,CA,Santa Clara CA,San Jose city,1411,0.996
6085,5032.14,6,99999,CA,Santa Clara CA, ,5,0.004
6085,5032.17,6,68000,CA,Santa Clara CA,San Jose city,1047,1
6085,5032.17,6,71074,CA,Santa Clara CA,Seven Trees CDP,0,0
6085,5032.18,6,68000,CA,Santa Clara CA,San Jose city,1109,1
6085,5033.04,6,68000,CA,Santa Clara CA,San Jose city,1728,1
6085,5033.05,6,68000,CA,Santa Clara CA,San Jose city,1479,1
6085,5033.06,6,68000,CA,Santa Clara CA,San Jose city,872,1
6085,5033.12,6,68000,CA,Santa Clara CA,San Jose city,650,0.676
6085,5033.12,6,99999,CA,Santa Clara CA, ,312,0.324
6085,5033.13,6,68000,CA,Santa Clara CA,San Jose city,1305,0.995
6085,5033.13,6,99999,CA,Santa Clara CA, ,6,0.005
6085,5033.15,6,68000,CA,Santa Clara CA,San Jose city,1971,1
6085,5033.17,6,68000,CA,Santa Clara CA,San Jose city,1802,1
6085,5033.19,6,68000,CA,Santa Clara CA,San Jose city,1962,0.981
6085,5033.19,6,99999,CA,Santa Clara CA, ,37,0.019
6085,5033.2,6,68000,CA,Santa Clara CA,San Jose city,3855,0.997
6085,5033.2,6,99999,CA,Santa Clara CA, ,10,0.003
6085,5033.21,6,68000,CA,Santa Clara CA,San Jose city,1035,1
6085,5033.21,6,99999,CA,Santa Clara CA, ,0,0
6085,5033.22,6,68000,CA,Santa Clara CA,San Jose city,1031,1
6085,5033.22,6,99999,CA,Santa Clara CA, ,0,0
