Tract,Year,County,type,CRA Eligible,"% HI borrower, LI tract","# HI borrower, LI tract","% HI borrower, HI tract","# HI borrower, HI tract","% LI borrower, LI tract","# LI borrower, LI tract","%LI borrower, HI tract","# LI borrower, HI tract",Geoid
2002.01,2011,Napa County,mid,not eligible,0.0,0,0.8809523809523809,37,0.0,0,0.0,0,6095200201
2002.02,2011,Napa County,mod,eligible,1.0,23,0.0,0,0.0,0,0.0,0,6095200202
2002.03,2011,Napa County,mod,eligible,0.6538461538461539,17,0.0,0,0.0,0,0.0,0,6095200203
2003.0,2011,Napa County,mid,not eligible,0.0,0,0.6454545454545455,71,0.0,0,0.0,0,6095200300
2004.0,2011,Napa County,mid,not eligible,0.0,0,0.8620689655172413,50,0.0,0,0.0,0,6095200400
2005.01,2011,Napa County,mod,eligible,0.5,34,0.0,0,0.0,0,0.0,0,6095200501
2005.02,2011,Napa County,mid,not eligible,0.0,0,0.6804123711340206,66,0.0,0,0.0,0,6095200502
2005.03,2011,Napa County,mod,eligible,0.7647058823529411,13,0.0,0,0.0,0,0.0,0,6095200503
2006.0,2011,Napa County,mid,not eligible,0.0,0,0.7025641025641025,137,0.0,0,0.0,0,6095200600
2007.01,2011,Napa County,mid,not eligible,0.0,0,0.6126126126126126,68,0.0,0,0.0,0,6095200701
2007.02,2011,Napa County,high,not eligible,0.0,0,0.84251968503937,107,0.0,0,0.0,0,6095200702
2007.03,2011,Napa County,high,not eligible,0.0,0,0.8666666666666667,52,0.0,0,0.0,0,6095200703
2008.01,2011,Napa County,mid,not eligible,0.0,0,0.5901639344262295,72,0.0,0,0.0,0,6095200801
2008.02,2011,Napa County,mid,not eligible,0.0,0,0.6938775510204082,102,0.0,0,0.0,0,6095200802
2009.0,2011,Napa County,high,not eligible,0.0,0,1.0,1,0.0,0,0.0,0,6095200900
2010.01,2011,Napa County,mid,not eligible,0.0,0,0.6254681647940075,167,0.0,0,0.0,0,6095201001
2010.02,2011,Napa County,mod,eligible,0.8025889967637541,248,0.0,0,0.0,0,0.0,0,6095201002
2011.0,2011,Napa County,high,not eligible,0.0,0,0.95,57,0.0,0,0.0,0,6095201100
2012.0,2011,Napa County,mid,not eligible,0.0,0,0.5783132530120482,48,0.0,0,0.0,0,6095201200
2013.0,2011,Napa County,mid,not eligible,0.0,0,0.8333333333333334,25,0.0,0,0.0,0,6095201300
2014.0,2011,Napa County,high,not eligible,0.0,0,0.8859649122807017,101,0.0,0,0.0,0,6095201400
2015.0,2011,Napa County,high,not eligible,0.0,0,0.9230769230769231,12,0.0,0,0.0,0,6095201500
2016.0,2011,Napa County,mid,not eligible,0.0,0,0.8833333333333333,53,0.0,0,0.0,0,6095201600
2017.0,2011,Napa County,mid,not eligible,0.0,0,0.9767441860465116,42,0.0,0,0.0,0,6095201700
2018.0,2011,Napa County,mid,not eligible,0.0,0,0.55,22,0.0,0,0.0,0,6095201800
2019.0,2011,Napa County,high,not eligible,0.0,0,1.0,16,0.0,0,0.0,0,6095201900
2020.0,2011,Napa County,mod,eligible,0.6538461538461539,34,0.0,0,0.0,0,0.0,0,6095202000
