Tract,Year,County,type,CRA Eligible,"% HI borrower, LI tract","# HI borrower, LI tract","% HI borrower, HI tract","# HI borrower, HI tract","% LI borrower, LI tract","# LI borrower, LI tract","%LI borrower, HI tract","# LI borrower, HI tract",Geoid
1501.0,2011,Sonoma County,mid,not eligible,0.0,0,1.0,30,0.0,0,0.0,0,6041150100
1502.01,2011,Sonoma County,mid,not eligible,0.0,0,0.8227848101265823,130,0.0,0,0.0,0,6041150201
1502.02,2011,Sonoma County,mid,not eligible,0.0,0,0.822429906542056,88,0.0,0,0.0,0,6041150202
1503.02,2011,Sonoma County,mod,eligible,0.7272727272727273,72,0.0,0,0.0,0,0.0,0,6041150302
1503.03,2011,Sonoma County,mid,not eligible,0.0,0,0.7582417582417582,69,0.0,0,0.0,0,6041150303
1503.04,2011,Sonoma County,mid,not eligible,0.0,0,0.6907216494845361,67,0.0,0,0.0,0,6041150304
1505.0,2011,Sonoma County,mid,not eligible,0.0,0,0.8414634146341463,69,0.0,0,0.0,0,6041150500
1506.01,2011,Sonoma County,mid,not eligible,0.0,0,0.5833333333333334,28,0.0,0,0.0,0,6041150601
1506.02,2011,Sonoma County,mid,not eligible,0.0,0,0.7640449438202247,68,0.0,0,0.0,0,6041150602
1506.03,2011,Sonoma County,mid,not eligible,0.0,0,0.6793893129770993,89,0.0,0,0.0,0,6041150603
1506.05,2011,Sonoma County,high,not eligible,0.0,0,0.7836734693877551,192,0.0,0,0.0,0,6041150605
1506.06,2011,Sonoma County,high,not eligible,0.0,0,0.8181818181818182,99,0.0,0,0.0,0,6041150606
1507.01,2011,Sonoma County,mid,not eligible,0.0,0,0.88,44,0.0,0,0.0,0,6041150701
1507.02,2011,Sonoma County,high,not eligible,0.0,0,0.9666666666666667,116,0.0,0,0.0,0,6041150702
1508.0,2011,Sonoma County,mid,not eligible,0.0,0,0.8311688311688312,64,0.0,0,0.0,0,6041150800
1509.01,2011,Sonoma County,mid,not eligible,0.0,0,0.6145833333333334,59,0.0,0,0.0,0,6041150901
1509.02,2011,Sonoma County,mid,not eligible,0.0,0,0.7702702702702703,57,0.0,0,0.0,0,6041150902
1510.0,2011,Sonoma County,mid,not eligible,0.0,0,0.868421052631579,33,0.0,0,0.0,0,6041151000
1511.0,2011,Sonoma County,mid,not eligible,0.0,0,0.84375,27,0.0,0,0.0,0,6041151100
1512.01,2011,Sonoma County,mid,not eligible,0.0,0,0.7678571428571429,43,0.0,0,0.0,0,6041151201
1512.03,2011,Sonoma County,mid,not eligible,0.0,0,0.6388888888888888,69,0.0,0,0.0,0,6041151203
1512.04,2011,Sonoma County,mid,not eligible,0.0,0,0.7,42,0.0,0,0.0,0,6041151204
1513.01,2011,Sonoma County,mid,not eligible,0.0,0,0.328125,21,0.0,0,0.0,0,6041151301
1513.05,2011,Sonoma County,mod,eligible,0.64,32,0.0,0,0.0,0,0.0,0,6041151305
1513.06,2011,Sonoma County,mid,not eligible,0.0,0,0.45714285714285713,48,0.0,0,0.0,0,6041151306
1513.07,2011,Sonoma County,mid,not eligible,0.0,0,0.6788321167883211,93,0.0,0,0.0,0,6041151307
1513.08,2011,Sonoma County,mid,not eligible,0.0,0,0.5726495726495726,67,0.0,0,0.0,0,6041151308
1513.09,2011,Sonoma County,high,not eligible,0.0,0,0.5476190476190477,69,0.0,0,0.0,0,6041151309
1513.1,2011,Sonoma County,mid,not eligible,0.0,0,0.576271186440678,34,0.0,0,0.0,0,6041151310
1513.11,2011,Sonoma County,mid,not eligible,0.0,0,0.7256637168141593,82,0.0,0,0.0,0,6041151311
1514.01,2011,Sonoma County,mid,not eligible,0.0,0,0.64,160,0.0,0,0.0,0,6041151401
1514.02,2011,Sonoma County,mod,eligible,0.5681818181818182,50,0.0,0,0.0,0,0.0,0,6041151402
1515.02,2011,Sonoma County,mid,not eligible,0.0,0,0.7368421052631579,98,0.0,0,0.0,0,6041151502
1515.03,2011,Sonoma County,high,not eligible,0.0,0,0.8888888888888888,40,0.0,0,0.0,0,6041151503
1515.04,2011,Sonoma County,mid,not eligible,0.0,0,0.7540983606557377,46,0.0,0,0.0,0,6041151504
1516.0,2011,Sonoma County,mid,not eligible,0.0,0,0.7005347593582888,131,0.0,0,0.0,0,6041151600
1517.0,2011,Sonoma County,mid,not eligible,0.0,0,0.620253164556962,49,0.0,0,0.0,0,6041151700
1518.0,2011,Sonoma County,mid,not eligible,0.0,0,0.7007874015748031,89,0.0,0,0.0,0,6041151800
1519.0,2011,Sonoma County,mod,eligible,0.5,30,0.0,0,0.0,0,0.0,0,6041151900
1520.0,2011,Sonoma County,mod,eligible,0.6470588235294118,11,0.0,0,0.0,0,0.0,0,6041152000
1521.0,2011,Sonoma County,mod,eligible,0.8636363636363636,19,0.0,0,0.0,0,0.0,0,6041152100
1522.01,2011,Sonoma County,mid,not eligible,0.0,0,0.6666666666666666,22,0.0,0,0.0,0,6041152201
1522.02,2011,Sonoma County,mid,not eligible,0.0,0,0.6850393700787402,87,0.0,0,0.0,0,6041152202
1522.03,2011,Sonoma County,mid,not eligible,0.0,0,0.7719298245614035,44,0.0,0,0.0,0,6041152203
1523.0,2011,Sonoma County,high,not eligible,0.0,0,0.8674698795180723,72,0.0,0,0.0,0,6041152300
1524.0,2011,Sonoma County,high,not eligible,0.0,0,0.9215686274509803,235,0.0,0,0.0,0,6041152400
1525.01,2011,Sonoma County,mid,not eligible,0.0,0,0.6379310344827587,37,0.0,0,0.0,0,6041152501
1525.02,2011,Sonoma County,mid,not eligible,0.0,0,0.58,29,0.0,0,0.0,0,6041152502
1526.0,2011,Sonoma County,high,not eligible,0.0,0,0.9583333333333334,161,0.0,0,0.0,0,6041152600
1527.01,2011,Sonoma County,mid,not eligible,0.0,0,0.6893203883495146,71,0.0,0,0.0,0,6041152701
1527.02,2011,Sonoma County,mid,not eligible,0.0,0,0.7704918032786885,47,0.0,0,0.0,0,6041152702
1528.01,2011,Sonoma County,high,not eligible,0.0,0,0.5769230769230769,60,0.0,0,0.0,0,6041152801
1528.02,2011,Sonoma County,mod,eligible,0.525,21,0.0,0,0.0,0,0.0,0,6041152802
1529.01,2011,Sonoma County,mid,not eligible,0.0,0,0.6237113402061856,121,0.0,0,0.0,0,6041152901
1529.03,2011,Sonoma County,mid,not eligible,0.0,0,0.3764705882352941,32,0.0,0,0.0,0,6041152903
1529.04,2011,Sonoma County,mid,not eligible,0.0,0,0.6397058823529411,87,0.0,0,0.0,0,6041152904
1530.01,2011,Sonoma County,mid,not eligible,0.0,0,0.4787234042553192,45,0.0,0,0.0,0,6041153001
1530.02,2011,Sonoma County,mod,eligible,0.2818181818181818,31,0.0,0,0.0,0,0.0,0,6041153002
1530.03,2011,Sonoma County,mid,not eligible,0.0,0,0.4246575342465753,31,0.0,0,0.0,0,6041153003
1530.05,2011,Sonoma County,mid,not eligible,0.0,0,0.5242718446601942,54,0.0,0,0.0,0,6041153005
1530.06,2011,Sonoma County,mid,not eligible,0.0,0,0.48255813953488375,83,0.0,0,0.0,0,6041153006
1531.01,2011,Sonoma County,mod,eligible,0.4016393442622951,49,0.0,0,0.0,0,0.0,0,6041153101
1531.02,2011,Sonoma County,mod,eligible,0.45161290322580644,28,0.0,0,0.0,0,0.0,0,6041153102
1532.0,2011,Sonoma County,mid,not eligible,0.0,0,0.5492957746478874,78,0.0,0,0.0,0,6041153200
1533.0,2011,Sonoma County,mid,not eligible,0.0,0,0.4812286689419795,141,0.0,0,0.0,0,6041153300
