Tract,Year,County,type,CRA Eligible,"% HI borrower, LI tract","# HI borrower, LI tract","% HI borrower, HI tract","# HI borrower, HI tract","% LI borrower, LI tract","# LI borrower, LI tract","%LI borrower, HI tract","# LI borrower, HI tract",Geoid
1501.0,2017,Sonoma County,high,not eligible,0.0,0,1.0,34,0.0,0,0.0,0,6041150100
1502.02,2017,Sonoma County,high,not eligible,0.0,0,0.9347826086956522,86,0.0,0,0.06521739130434782,6,6041150202
1502.03,2017,Sonoma County,mid,not eligible,0.0,0,0.7678571428571429,43,0.0,0,0.23214285714285715,13,6041150203
1502.04,2017,Sonoma County,high,not eligible,0.0,0,0.98,49,0.0,0,0.02,1,6041150204
1503.03,2017,Sonoma County,mid,not eligible,0.0,0,0.9065420560747663,97,0.0,0,0.09345794392523364,10,6041150303
1503.04,2017,Sonoma County,mid,not eligible,0.0,0,0.9382716049382716,76,0.0,0,0.06172839506172839,5,6041150304
1503.05,2017,Sonoma County,mod,eligible,0.8461538461538461,44,0.0,0,0.15384615384615385,8,0.0,0,6041150305
1503.06,2017,Sonoma County,mid,not eligible,0.0,0,0.9846153846153847,64,0.0,0,0.015384615384615385,1,6041150306
1505.0,2017,Sonoma County,mid,not eligible,0.0,0,0.975,78,0.0,0,0.025,2,6041150500
1506.01,2017,Sonoma County,mid,not eligible,0.0,0,0.9230769230769231,36,0.0,0,0.07692307692307693,3,6041150601
1506.02,2017,Sonoma County,mid,not eligible,0.0,0,0.9855072463768116,68,0.0,0,0.014492753623188406,1,6041150602
1506.03,2017,Sonoma County,mid,not eligible,0.0,0,0.9607843137254902,98,0.0,0,0.0392156862745098,4,6041150603
1506.07,2017,Sonoma County,high,not eligible,0.0,0,0.97,97,0.0,0,0.03,3,6041150607
1506.09,2017,Sonoma County,mid,not eligible,0.0,0,0.8842105263157894,84,0.0,0,0.11578947368421053,11,6041150609
1506.1,2017,Sonoma County,high,not eligible,0.0,0,0.9861111111111112,71,0.0,0,0.013888888888888888,1,6041150610
1506.11,2017,Sonoma County,mid,not eligible,0.0,0,1.0,42,0.0,0,0.0,0,6041150611
1506.12,2017,Sonoma County,high,not eligible,0.0,0,1.0,38,0.0,0,0.0,0,6041150612
1507.01,2017,Sonoma County,high,not eligible,0.0,0,0.9736842105263158,74,0.0,0,0.02631578947368421,2,6041150701
1507.02,2017,Sonoma County,high,not eligible,0.0,0,0.9796954314720813,193,0.0,0,0.02030456852791878,4,6041150702
1508.0,2017,Sonoma County,mid,not eligible,0.0,0,0.9743589743589743,76,0.0,0,0.02564102564102564,2,6041150800
1509.01,2017,Sonoma County,mod,eligible,1.0,44,0.0,0,0.0,0,0.0,0,6041150901
1509.02,2017,Sonoma County,high,not eligible,0.0,0,0.9696969696969697,64,0.0,0,0.030303030303030304,2,6041150902
1510.0,2017,Sonoma County,mid,not eligible,0.0,0,0.975609756097561,40,0.0,0,0.024390243902439025,1,6041151000
1511.0,2017,Sonoma County,mid,not eligible,0.0,0,1.0,57,0.0,0,0.0,0,6041151100
1512.01,2017,Sonoma County,mod,eligible,0.6377952755905512,81,0.0,0,0.36220472440944884,46,0.0,0,6041151201
1512.03,2017,Sonoma County,mid,not eligible,0.0,0,0.883495145631068,91,0.0,0,0.11650485436893204,12,6041151203
1512.04,2017,Sonoma County,mid,not eligible,0.0,0,0.75,48,0.0,0,0.25,16,6041151204
1513.01,2017,Sonoma County,mid,not eligible,0.0,0,0.9038461538461539,47,0.0,0,0.09615384615384616,5,6041151301
1513.05,2017,Sonoma County,mod,eligible,0.8524590163934426,104,0.0,0,0.14754098360655737,18,0.0,0,6041151305
